12, 11, s
18, 17, s
21, 21, c
29, 29, c
32, 31, s
33, 32, s
36, 36, c
39, 39, c
39, 39, c
40, 40, c
41, 41, c
41, 41, c
43, 43, c
44, 43, s
43, 43, c
43, 43, c
43, 43, c
44, 43, s
43, 43, c
44, 44, c
44, 43, s
43, 43, c
43, 43, c
43, 42, s
42, 42, c
42, 42, c
42, 42, c
42, 42, c
42, 42, c
42, 42, c
42, 42, c
42, 42, c
42, 41, s
41, 40, s
40, 40, c
40, 40, c
40, 40, c
40, 40, c
40, 40, c
40, 40, c
40, 40, c
40, 40, c
40, 40, c
40, 40, c
40, 39, s
39, 39, c
39, 39, c
39, 39, c
39, 39, c
39, 38, s
38, 37, s
37, 37, c
37, 37, c
37, 37, c
37, 37, c
37, 36, s
36, 35, s
35, 35, c
35, 34, s
34, 34, c
34, 34, c
34, 34, c
34, 33, s
33, 32, s
32, 31, s
31, 30, s
30, 30, c
30, 29, s
29, 28, s
28, 28, c
28, 27, s
27, 26, s
26, 25, s
25, 25, c
25, 24, s
24, 23, s
23, 22, s
22, 22, c
22, 20, b
20, 20, c
20, 19, s
19, 18, s
18, 17, s
17, 16, s
16, 15, s
15, 14, s
14, 13, s
13, 12, s
12, 12, c
12, 11, s
11, 10, s
10, 9, s
9, 8, s
8, 7, s
7, 6, s
6, 5, s
5, 4, s
4, 3, s
3, 2, s
2, 1, s
10, 9, s
13, 12, s
21, 21, c
25, 25, c
25, 25, c
29, 29, c
31, 31, c
35, 35, c
36, 36, c
37, 36, s
38, 38, c
39, 39, c
40, 40, c
40, 40, c
41, 41, c
42, 42, c
44, 44, c
45, 45, c
45, 45, c
45, 45, c
45, 45, c
45, 45, c
45, 45, c
45, 45, c
45, 45, c
45, 45, c
46, 46, c
46, 46, c
46, 46, c
46, 46, c
46, 46, c
46, 46, c
46, 46, c
46, 45, s
45, 45, c
45, 44, s
44, 44, c
44, 44, c
45, 44, s
44, 43, s
43, 42, s
42, 42, c
42, 42, c
42, 42, c
42, 42, c
42, 41, s
41, 41, c
41, 40, s
40, 40, c
40, 39, s
39, 39, c
39, 38, s
38, 38, c
38, 38, c
38, 38, c
38, 38, c
38, 37, s
37, 37, c
37, 36, s
36, 36, c
36, 35, s
35, 34, s
34, 33, s
33, 33, c
33, 33, c
33, 33, c
33, 33, c
33, 33, c
33, 33, c
33, 33, c
33, 32, s
32, 32, c
32, 32, c
32, 32, c
32, 32, c
32, 31, s
31, 31, c
31, 30, s
30, 29, s
29, 28, s
28, 26, b
26, 25, s
25, 24, s
24, 24, c
24, 23, s
23, 22, s
22, 21, s
21, 20, s
20, 19, s
19, 18, s
18, 17, s
17, 16, s
16, 15, s
15, 13, b
13, 12, s
12, 11, s
11, 10, s
10, 10, c
10, 9, s
9, 8, s
14, 13, s
21, 21, c
28, 27, s
32, 32, c
35, 34, s
34, 33, s
34, 34, c
36, 36, c
40, 40, c
40, 40, c
41, 41, c
41, 41, c
44, 44, c
44, 44, c
44, 43, s
43, 43, c
43, 43, c
43, 42, s
43, 42, s
43, 43, c
43, 42, s
42, 42, c
42, 41, s
41, 41, c
41, 41, c
41, 40, s
40, 40, c
40, 40, c
40, 39, s
39, 38, s
38, 38, c
38, 38, c
38, 38, c
38, 37, s
37, 37, c
37, 36, s
36, 36, c
36, 36, c
36, 36, c
36, 36, c
36, 36, c
36, 35, s
35, 35, c
35, 35, c
35, 35, c
35, 34, s
34, 34, c
34, 33, s
33, 33, c
33, 32, s
32, 32, c
32, 32, c
32, 32, c
32, 32, c
32, 31, s
31, 31, c
31, 30, s
30, 29, s
29, 29, c
29, 29, c
29, 28, s
28, 28, c
28, 28, c
28, 28, c
28, 27, s
27, 26, s
26, 26, c
26, 25, s
25, 24, s
24, 24, c
24, 23, s
23, 22, s
22, 22, c
22, 21, s
21, 20, s
20, 20, c
20, 19, s
19, 18, s
18, 17, s
17, 16, s
16, 15, s
15, 14, s
14, 13, s
13, 12, s
12, 11, s
11, 11, c
11, 10, s
10, 9, s
9, 8, s
8, 7, s
7, 6, s
6, 5, s
5, 4, s
4, 3, s
3, 2, s
2, 1, s
1, 1, c
1, 0, s
0, 0, c
0, 0, c
13, 12, s
19, 18, s
24, 24, c
29, 28, s
34, 34, c
36, 36, c
38, 38, c
42, 42, c
42, 41, s
42, 42, c
45, 45, c
45, 45, c
45, 45, c
46, 46, c
46, 46, c
46, 46, c
46, 46, c
46, 45, s
45, 45, c
45, 45, c
45, 44, s
44, 44, c
44, 44, c
44, 44, c
44, 44, c
44, 43, s
43, 43, c
43, 43, c
43, 43, c
43, 42, s
42, 42, c
42, 42, c
42, 42, c
42, 41, s
41, 41, c
41, 41, c
41, 41, c
41, 41, c
41, 41, c
41, 40, s
40, 40, c
40, 39, s
39, 39, c
39, 38, s
38, 38, c
38, 38, c
38, 37, s
37, 37, c
37, 37, c
37, 37, c
37, 37, c
37, 37, c
37, 37, c
37, 37, c
37, 37, c
37, 37, c
37, 37, c
37, 37, c
37, 37, c
37, 36, s
36, 35, s
35, 35, c
35, 35, c
35, 34, s
34, 34, c
34, 34, c
34, 33, s
33, 32, s
32, 31, s
31, 31, c
31, 31, c
31, 31, c
31, 31, c
31, 31, c
31, 31, c
31, 30, s
30, 30, c
30, 30, c
30, 29, s
29, 29, c
29, 28, s
28, 28, c
28, 28, c
28, 25, b
25, 25, c
25, 24, s
24, 23, s
23, 23, c
23, 22, s
22, 22, c
22, 20, b
20, 19, s
19, 18, s
18, 17, s
17, 16, s
16, 16, c
16, 15, s
15, 14, s
14, 13, s
13, 12, s
8, 7, s
17, 17, c
18, 18, c
27, 26, s
32, 32, c
34, 33, s
38, 37, s
39, 38, s
39, 39, c
41, 40, s
41, 41, c
41, 40, s
40, 40, c
40, 40, c
42, 41, s
41, 41, c
41, 40, s
40, 40, c
41, 40, s
40, 39, s
39, 38, s
38, 38, c
38, 38, c
38, 38, c
38, 37, s
37, 36, s
36, 36, c
36, 35, s
35, 34, s
34, 34, c
34, 34, c
34, 34, c
34, 33, s
33, 32, s
32, 31, s
31, 30, s
30, 30, c
30, 29, s
29, 29, c
29, 29, c
29, 28, s
28, 28, c
28, 28, c
28, 27, s
27, 27, c
27, 27, c
27, 27, c
27, 26, s
26, 26, c
26, 26, c
26, 26, c
26, 26, c
26, 25, s
25, 25, c
25, 24, s
24, 23, s
23, 22, s
22, 21, s
21, 20, s
20, 19, s
19, 18, s
18, 17, s
17, 16, s
16, 15, s
15, 14, s
14, 14, c
14, 14, c
14, 13, s
13, 12, s
12, 12, c
12, 12, c
12, 11, s
11, 10, s
10, 9, s
9, 8, s
8, 7, s
7, 6, s
6, 6, c
6, 5, s
5, 4, s
4, 3, s
3, 2, s
2, 1, s
1, 1, c
1, 0, s
0, 0, c
0, 0, c
0, 0, c
0, 0, c
0, 0, c
0, 0, c
0, 0, c
0, 0, c
0, 0, c
0, 0, c
0, 0, c
0, 0, c
0, 0, c
0, 0, c
0, 0, c
11, 11, c
16, 16, c
20, 20, c
26, 25, s
28, 28, c
33, 33, c
35, 34, s
35, 34, s
37, 37, c
38, 38, c
38, 38, c
40, 40, c
42, 42, c
43, 43, c
43, 43, c
46, 46, c
46, 46, c
46, 46, c
46, 46, c
46, 46, c
46, 46, c
46, 46, c
46, 46, c
47, 47, c
47, 47, c
47, 47, c
47, 46, s
46, 46, c
46, 46, c
46, 46, c
46, 45, s
45, 45, c
45, 45, c
45, 45, c
45, 45, c
45, 45, c
45, 45, c
45, 45, c
45, 45, c
45, 45, c
45, 45, c
45, 45, c
45, 44, s
44, 44, c
44, 44, c
44, 44, c
44, 43, s
43, 43, c
43, 43, c
43, 42, s
42, 41, s
41, 41, c
41, 41, c
41, 40, s
40, 40, c
40, 38, b
38, 38, c
38, 38, c
38, 37, s
37, 37, c
37, 37, c
37, 37, c
37, 36, s
36, 35, s
35, 34, s
34, 33, s
33, 32, s
32, 31, s
31, 30, s
30, 29, s
29, 29, c
29, 29, c
29, 28, s
28, 27, s
27, 26, s
26, 25, s
25, 24, s
24, 24, c
24, 24, c
24, 24, c
24, 24, c
24, 23, s
23, 23, c
23, 22, s
22, 22, c
22, 22, c
22, 21, s
21, 20, s
20, 19, s
19, 18, s
18, 17, s
17, 17, c
17, 16, s
16, 15, s
15, 14, s
14, 13, s
13, 12, s
12, 11, s
11, 10, s
10, 9, s
6, 5, s
12, 11, s
17, 17, c
20, 20, c
22, 22, c
25, 25, c
30, 29, s
32, 32, c
32, 31, s
39, 39, c
40, 40, c
41, 41, c
41, 41, c
42, 42, c
43, 43, c
43, 43, c
44, 44, c
45, 45, c
45, 45, c
46, 45, s
45, 45, c
45, 45, c
45, 44, s
44, 44, c
44, 44, c
44, 44, c
44, 43, s
43, 43, c
43, 42, s
42, 42, c
42, 42, c
42, 42, c
42, 42, c
42, 42, c
42, 42, c
42, 41, s
41, 40, s
40, 39, s
39, 39, c
39, 38, s
38, 38, c
38, 37, s
37, 36, s
36, 36, c
36, 36, c
36, 35, s
35, 35, c
35, 35, c
35, 35, c
35, 34, s
34, 34, c
34, 33, s
33, 33, c
33, 32, s
32, 32, c
32, 31, s
31, 30, s
30, 29, s
29, 29, c
29, 29, c
29, 28, s
28, 27, s
27, 27, c
27, 27, c
27, 26, s
26, 25, s
25, 24, s
24, 24, c
24, 23, s
23, 22, s
22, 21, s
21, 20, s
20, 19, s
19, 18, s
18, 18, c
18, 18, c
18, 17, s
17, 17, c
17, 16, s
16, 15, s
15, 14, s
14, 13, s
13, 12, s
12, 11, s
11, 11, c
11, 10, s
10, 9, s
9, 8, s
8, 8, c
8, 8, c
8, 7, s
7, 6, s
6, 6, c
6, 5, s
5, 4, s
4, 4, c
4, 4, c
4, 3, s
3, 2, s
2, 2, c
6, 5, s
13, 12, s
21, 21, c
28, 28, c
30, 30, c
32, 32, c
34, 34, c
37, 37, c
39, 38, s
40, 40, c
42, 42, c
44, 43, s
43, 43, c
44, 43, s
44, 44, c
44, 43, s
43, 43, c
43, 43, c
43, 42, s
43, 43, c
43, 43, c
43, 43, c
43, 43, c
43, 43, c
43, 43, c
43, 43, c
43, 43, c
43, 43, c
43, 43, c
43, 43, c
43, 43, c
43, 43, c
43, 43, c
43, 42, s
42, 42, c
42, 41, s
41, 41, c
41, 40, s
40, 40, c
40, 40, c
40, 40, c
40, 40, c
40, 40, c
40, 39, s
39, 39, c
39, 38, s
38, 38, c
38, 38, c
38, 38, c
38, 37, s
37, 37, c
37, 37, c
37, 37, c
37, 36, s
36, 36, c
36, 36, c
36, 35, s
35, 34, s
34, 33, s
33, 32, s
32, 32, c
32, 31, s
31, 30, s
30, 30, c
30, 30, c
30, 30, c
30, 30, c
30, 28, b
28, 28, c
28, 28, c
28, 28, c
28, 26, b
26, 25, s
25, 24, s
24, 23, s
23, 23, c
23, 22, s
22, 21, s
21, 20, s
20, 19, s
19, 18, s
18, 17, s
17, 16, s
16, 16, c
16, 16, c
16, 15, s
15, 14, s
14, 13, s
13, 12, s
12, 11, s
11, 10, s
10, 9, s
9, 8, s
8, 7, s
7, 6, s
6, 5, s
5, 4, s
4, 3, s
3, 2, s
2, 1, s
8, 7, s
18, 18, c
23, 23, c
26, 26, c
32, 31, s
34, 34, c
37, 36, s
38, 38, c
41, 41, c
41, 41, c
41, 40, s
41, 41, c
41, 41, c
42, 42, c
42, 42, c
44, 44, c
44, 44, c
44, 44, c
44, 43, s
43, 43, c
44, 44, c
44, 44, c
44, 44, c
44, 44, c
45, 44, s
44, 44, c
44, 44, c
44, 44, c
44, 44, c
44, 44, c
44, 44, c
44, 44, c
44, 44, c
44, 44, c
44, 43, s
43, 43, c
43, 43, c
43, 43, c
43, 43, c
43, 43, c
